,Age,Gender,Race/Ethnicity,Census Region,Income Group,Occupation,Work Status,Education,Marital Status,Vote
626,2,1,2,3,3,3,1,3,1,0
627,3,2,1,2,2,6,7,3,5,0
628,3,1,1,2,1,3,5,3,2,0
629,2,1,1,1,4,1,1,3,1,0
630,2,1,1,2,4,3,1,5,1,0
631,1,2,1,2,4,1,1,5,1,0
632,2,2,1,2,4,2,1,6,1,0
633,2,1,1,2,4,5,1,3,5,1
634,2,2,2,2,3,2,1,3,7,0
635,2,1,1,2,3,3,1,3,1,0
636,2,1,1,3,2,4,1,5,1,0
637,3,1,2,3,1,3,5,1,5,0
638,2,1,1,3,3,1,6,5,1,0
639,1,2,1,3,4,6,7,5,1,1
640,3,2,1,2,1,1,1,3,5,1
641,2,2,1,2,3,3,1,5,1,0
642,3,2,1,4,3,1,5,3,3,0
643,3,1,2,3,1,3,1,1,1,0
644,3,2,1,4,3,1,5,3,1,0
645,2,1,1,4,4,3,1,6,1,0
646,2,1,1,4,3,2,1,6,3,1
647,1,2,1,4,4,1,2,6,7,0
648,1,2,1,4,4,1,1,5,1,1
649,2,1,1,2,4,1,1,6,2,0
650,1,2,1,2,3,1,1,6,2,0
651,2,2,1,2,3,2,1,5,3,0
652,2,2,1,3,2,1,1,6,2,0
653,2,1,1,3,4,1,1,6,1,1
654,2,1,1,2,3,5,1,3,1,1
655,3,1,1,2,4,5,1,6,1,1
656,2,2,1,1,1,3,5,3,5,1
657,3,1,2,3,4,2,1,6,1,0
658,3,2,1,2,1,6,7,3,5,0
659,2,2,1,1,5,2,1,3,5,0
660,1,1,1,4,4,3,2,5,7,0
661,1,1,1,3,2,3,1,6,2,0
662,3,1,1,2,2,3,5,5,1,1
663,3,2,1,2,2,6,7,3,5,0
664,3,2,1,2,0,2,5,3,5,0
665,3,2,1,3,3,6,7,3,5,0
666,1,2,1,2,2,6,7,5,1,0
667,3,1,1,2,2,1,5,5,5,0
668,1,1,1,4,1,1,1,5,2,0
669,1,1,1,1,3,1,1,6,2,1
670,2,2,1,4,3,2,1,6,3,0
671,1,1,5,3,4,1,1,5,1,0
672,3,2,1,2,3,3,5,5,1,1
673,3,2,1,2,2,2,5,5,5,1
674,3,2,1,2,1,6,7,2,5,0
675,3,1,1,4,4,1,5,5,1,0
676,3,2,1,4,1,3,5,2,5,0
677,2,2,1,2,4,2,1,3,1,1
678,3,2,1,2,2,6,7,1,1,1
679,3,2,1,2,0,6,7,2,5,0
680,2,2,1,2,4,6,7,6,1,1
681,2,1,1,2,3,3,1,3,1,0
682,2,2,1,4,4,2,1,6,1,0
683,2,2,1,2,3,2,1,3,1,1
684,1,2,1,2,3,3,1,3,2,0
685,2,2,1,3,4,6,7,3,1,0
686,2,2,1,3,3,3,5,3,1,1
687,3,1,1,3,3,2,5,1,1,0
688,3,1,1,4,3,1,5,6,1,1
689,3,2,1,2,1,6,7,2,5,0
690,1,2,1,4,3,6,7,3,1,1
691,3,1,1,4,3,3,5,2,1,1
692,2,1,1,3,0,3,1,3,1,0
693,2,1,1,2,4,3,1,5,1,1
694,1,1,1,4,3,3,1,3,2,1
695,2,1,1,3,3,3,1,5,1,1
696,2,2,1,2,2,1,1,3,3,1
697,2,1,1,2,4,3,1,5,1,0
698,1,2,1,1,4,2,6,3,1,1
699,1,2,1,2,1,2,1,5,7,0
700,2,1,1,1,4,2,1,6,1,1
701,1,1,1,1,4,1,1,2,1,0
702,3,1,1,2,3,2,1,5,1,1
703,3,2,1,4,2,3,5,5,5,0
704,3,2,1,2,2,2,5,0,1,0
705,1,2,1,1,4,1,1,5,1,0
706,1,2,1,1,1,3,4,3,1,1
707,1,1,1,2,2,1,4,6,2,0
708,1,1,1,3,3,0,8,6,1,1
709,2,2,1,3,3,6,7,5,1,0
710,2,2,1,1,2,3,1,3,3,1
711,2,2,1,2,3,1,1,6,4,1
712,2,2,2,1,4,1,1,6,3,0
713,3,2,2,2,1,3,5,3,5,0
714,2,2,1,4,4,4,1,3,1,0
715,1,1,1,2,4,3,2,3,1,1
716,2,1,1,2,3,3,1,3,1,1
717,2,1,1,1,5,1,5,6,3,1
718,3,2,1,1,4,1,4,6,1,1
719,1,2,1,3,1,3,1,5,3,0
720,1,1,1,3,4,3,1,3,1,0
721,1,1,1,3,3,2,1,5,1,1
722,1,1,1,1,3,2,1,5,1,1
723,2,2,1,3,4,6,7,5,1,0
724,2,2,1,3,3,1,4,3,1,0
725,2,1,1,3,4,3,1,3,1,0
726,1,1,1,2,4,5,1,5,1,1
727,2,1,1,4,3,3,1,5,3,0
728,3,2,1,2,3,5,5,5,1,0
729,2,1,1,2,4,1,1,6,1,1
730,2,1,1,1,0,1,5,3,1,1
731,2,1,1,2,3,1,1,5,1,0
732,2,1,1,3,2,3,1,6,1,0
733,2,2,2,3,2,3,1,3,2,0
734,2,1,1,2,3,3,1,3,3,0
735,1,2,1,1,3,2,1,6,3,1
736,2,2,2,3,3,3,1,2,4,0
737,2,1,4,4,4,1,1,5,1,1
738,3,2,1,4,3,6,7,1,1,0
739,1,1,1,2,4,5,1,0,1,1
740,2,2,2,3,2,3,1,5,1,0
741,3,1,1,4,2,3,5,3,1,0
742,3,1,1,2,2,4,1,2,1,0
743,2,1,2,3,3,3,1,5,1,0
744,2,2,1,1,4,3,1,5,1,1
745,1,2,1,1,3,1,1,6,1,0
746,1,1,1,3,4,3,1,3,3,1
747,2,1,1,1,3,3,1,3,2,0
748,2,1,1,4,4,1,1,6,1,1
749,3,2,1,2,1,3,5,2,5,0
750,3,2,1,1,2,2,1,3,5,0
751,2,2,1,1,4,0,8,6,3,0
752,2,2,1,3,3,2,1,5,1,1
753,3,2,1,4,2,2,5,6,3,0
754,2,1,1,3,4,3,1,3,1,1
755,2,2,1,1,4,2,1,5,5,1
756,2,2,1,1,4,4,1,2,1,0
757,1,1,1,4,1,3,1,5,2,1
758,2,1,1,3,1,3,2,3,1,0
759,3,1,1,1,4,1,5,0,1,0
760,2,1,1,3,4,1,1,6,1,1
761,2,1,1,1,4,3,1,3,1,0
762,2,2,1,2,2,3,1,5,1,0
763,2,2,1,1,4,2,1,3,1,1
764,2,1,1,1,3,1,5,6,3,1
765,2,2,1,1,3,2,1,3,3,0
766,1,1,1,1,5,3,1,5,1,1
767,2,2,1,3,3,1,4,3,3,1
768,2,2,2,3,1,3,1,2,3,0
769,2,2,1,4,4,1,4,5,1,1
770,2,1,1,1,4,3,2,5,3,0
771,2,1,1,3,4,2,1,6,1,1
772,2,1,2,4,3,1,1,3,1,0
773,3,2,2,2,1,6,7,1,5,0
774,1,1,5,1,1,0,8,5,1,0
775,2,1,1,3,4,1,1,6,1,0
776,3,1,1,3,3,3,1,3,1,0
777,1,2,1,3,2,2,1,5,1,1
778,3,2,1,2,1,3,4,1,5,1
779,3,2,1,3,4,5,5,3,5,1
780,2,2,1,4,3,3,1,3,1,0
781,2,2,1,4,4,6,7,3,1,1
782,2,2,1,4,3,2,4,6,2,0
783,3,2,1,4,2,3,5,3,1,0
784,2,1,1,4,1,3,1,6,3,0
785,2,2,1,2,3,1,1,5,3,0
786,2,2,1,4,4,1,1,6,1,0
787,2,2,1,1,4,2,1,3,1,0
788,2,1,1,2,4,5,1,5,1,1
789,2,2,1,2,3,2,1,5,1,1
790,2,1,1,4,4,1,1,6,1,0
791,2,2,1,1,3,3,1,6,2,0
792,2,1,1,1,3,1,1,6,2,0
793,2,2,1,1,4,6,7,5,1,0
794,2,2,1,1,3,2,1,3,1,0
795,2,2,1,4,3,1,1,5,3,1
796,3,2,1,3,1,3,1,2,3,0
797,2,1,1,3,3,3,1,5,3,1
798,3,1,1,4,3,1,1,6,1,1
799,1,2,1,4,4,2,1,3,1,0
800,3,2,1,1,1,3,5,2,5,1
801,1,2,1,3,2,2,1,3,3,0
802,2,2,1,1,0,3,1,2,3,0
803,3,2,1,1,0,3,5,2,5,0
804,1,1,2,1,3,2,1,6,2,0
805,2,2,1,1,3,2,1,6,3,0
806,2,2,1,3,5,3,1,3,1,1
807,2,2,1,2,3,2,5,3,1,0
808,2,2,1,2,4,2,1,3,1,1
809,2,2,1,2,2,3,1,5,1,1
810,1,1,1,3,3,2,1,6,1,0
811,2,1,1,2,5,1,1,6,1,1
812,1,2,2,2,1,0,8,3,2,1
813,3,2,1,2,3,1,5,3,3,0
814,2,1,1,2,3,3,1,5,1,1
815,1,1,1,1,0,3,6,5,2,1
816,2,2,1,2,4,2,1,5,1,0
817,1,1,1,1,3,1,1,6,2,0
818,3,2,1,2,4,6,7,5,5,0
819,2,1,3,4,5,1,1,6,1,0
820,2,1,1,4,3,2,1,5,1,1
821,3,1,1,3,2,4,5,1,1,1
822,3,2,1,3,2,3,5,3,1,0
823,2,2,1,2,3,3,1,1,3,1
824,2,1,1,4,4,1,1,6,1,1
825,1,2,1,4,5,6,7,3,1,1
826,2,1,5,4,3,1,1,5,1,0
827,2,2,5,4,2,6,7,3,1,0
828,3,1,1,4,3,1,5,5,1,0
829,3,2,1,4,1,2,5,3,5,0
830,3,1,1,2,3,3,5,3,1,1
831,2,1,1,2,2,3,1,6,3,0
832,1,2,1,2,1,6,7,3,1,1
833,2,1,1,3,1,3,1,3,3,0
834,3,1,1,1,3,2,5,2,1,0
835,3,1,1,2,2,3,4,1,1,0
836,3,1,1,2,2,3,5,2,1,1
837,3,1,1,2,2,3,5,1,5,0
838,3,1,5,4,2,3,5,1,5,0
839,2,2,1,3,2,3,1,3,5,0
840,2,1,1,4,4,4,1,5,1,1
841,1,1,1,4,5,3,1,3,1,1
842,1,1,1,4,3,3,1,5,2,1
843,2,1,5,3,4,2,1,6,1,1
844,1,1,1,1,3,1,1,6,2,0
845,2,2,1,1,3,3,1,2,1,1
846,2,1,1,4,3,1,1,5,1,1
847,2,1,1,3,3,2,1,2,1,1
848,2,1,1,3,4,3,1,3,1,1
849,2,2,1,4,2,1,1,3,5,0
850,2,2,2,3,4,2,1,3,1,0
851,3,2,1,3,2,6,7,2,5,0
852,2,1,1,1,5,1,1,6,1,0
853,2,2,1,1,5,2,1,6,1,0
854,1,1,1,2,3,2,1,6,1,1
855,2,1,1,3,4,2,1,6,1,1
856,2,1,1,3,3,3,1,3,1,0
857,3,2,1,2,3,2,5,3,5,1
858,3,1,1,2,2,1,1,1,5,0
859,2,1,1,3,4,2,1,5,1,1
860,1,1,1,2,1,2,1,5,2,0
861,1,1,1,2,4,1,1,6,1,1
862,2,1,1,4,5,1,1,6,7,0
863,2,2,2,4,2,3,1,2,4,0
864,1,1,1,2,4,2,1,6,1,1
865,2,2,2,3,0,2,1,6,5,0
866,2,2,1,2,3,2,1,3,1,0
867,2,1,1,4,4,1,1,6,1,0
868,3,2,2,3,1,3,5,1,5,0
869,2,1,2,3,1,3,6,1,3,0
870,2,1,1,3,3,5,1,3,1,1
871,1,2,1,3,2,2,1,3,1,0
872,2,1,1,3,3,3,1,3,1,0
873,3,2,1,1,1,2,5,2,5,1
874,2,1,5,3,2,5,1,1,1,0
875,2,2,1,1,2,2,4,6,3,0
876,1,1,1,1,2,0,8,5,2,0
877,3,2,1,1,3,2,5,6,1,1
878,1,2,1,2,4,1,1,5,1,1
879,2,1,1,2,4,1,1,6,1,0
880,3,2,1,2,3,2,5,3,5,1
881,1,1,1,3,3,4,1,3,1,0
882,2,2,1,3,4,1,1,5,1,0
883,3,2,1,3,1,3,5,1,5,0
884,2,1,1,2,3,3,1,2,1,1
885,3,1,1,3,0,1,5,6,1,0
886,2,2,1,2,4,3,1,3,1,1
887,1,2,1,2,2,2,1,5,1,1
888,2,2,1,2,5,1,1,6,1,0
889,2,2,1,2,4,2,1,3,3,1
890,2,1,5,2,4,2,1,5,1,0
891,2,1,1,1,3,1,1,6,1,1
892,2,2,2,1,4,2,2,5,1,0
893,2,1,1,1,3,1,1,6,3,0
894,1,1,1,1,4,1,1,6,1,0
895,3,1,1,1,3,1,5,6,1,1
896,1,1,1,4,3,5,1,3,1,0
897,2,1,1,4,4,1,1,5,1,0
898,3,2,1,2,2,3,5,1,1,0
899,2,2,1,3,3,3,1,5,1,0
900,1,1,1,3,2,4,6,2,3,1
901,2,1,1,4,3,1,1,6,1,1
902,2,2,1,1,2,3,1,1,1,0
903,3,2,1,2,3,3,5,1,1,0
904,2,1,1,2,3,3,1,3,1,1
905,2,1,1,2,4,3,1,5,1,1
906,2,1,5,3,3,1,1,6,1,0
907,1,1,1,4,3,0,6,5,3,0
908,1,1,1,4,4,2,1,6,1,1
909,2,2,1,4,4,1,1,6,1,0
910,2,2,2,3,2,3,1,3,3,0
911,2,2,1,3,0,1,1,2,1,1
912,1,2,1,4,4,2,1,5,1,1
913,3,1,1,2,3,1,5,3,5,0
914,1,2,2,2,3,6,7,5,1,0
915,3,1,1,2,2,3,5,3,5,0
916,3,2,1,3,1,3,5,1,5,0
917,2,2,1,1,1,6,7,2,5,0
918,2,1,1,1,4,1,1,5,1,1
919,2,1,1,1,4,3,1,3,1,1
920,2,1,1,3,4,1,6,6,1,0
921,2,1,1,3,5,1,1,6,1,0
922,2,2,1,3,4,1,1,6,1,1
923,3,1,1,1,1,3,5,1,1,1
924,2,2,1,1,3,2,1,5,3,0
925,2,1,1,2,4,3,1,3,1,1
926,3,1,2,3,2,3,5,3,1,0
927,2,1,1,3,2,4,2,2,1,0
928,3,1,1,3,3,2,1,3,1,0
929,2,2,2,3,3,3,4,2,1,0
930,3,1,1,4,3,1,5,6,2,0
931,3,2,1,4,4,1,5,6,1,1
932,3,1,1,4,4,2,1,6,1,1
933,3,1,1,4,3,2,5,3,1,0
934,1,1,1,4,4,2,1,5,1,0
935,3,2,1,4,2,1,5,5,1,0
936,2,1,1,2,3,3,1,5,3,0
937,3,2,1,4,3,2,5,2,1,0
938,2,1,5,3,3,2,1,5,1,1
939,2,2,1,2,2,6,7,5,1,0
940,2,2,1,1,2,2,1,3,3,0
941,2,2,1,2,4,3,1,6,1,1
942,1,2,1,2,0,6,7,5,1,1
943,1,1,1,1,4,3,1,3,2,0
944,2,1,1,4,5,2,1,6,3,1
945,2,2,1,2,0,1,1,6,1,1
946,3,1,1,1,3,2,5,5,1,0
947,1,1,2,4,4,1,1,5,4,0
948,2,1,1,1,3,3,1,3,3,1
949,2,2,1,1,4,3,1,3,3,1
950,1,1,1,4,1,3,1,5,2,1
951,3,2,1,1,2,2,5,3,5,1
952,3,2,1,2,2,6,7,5,5,1
953,1,2,1,4,4,1,1,6,2,0
954,3,2,1,4,3,0,1,6,3,0
955,1,2,1,2,5,2,1,6,2,1
956,3,2,1,4,1,2,5,0,5,1
957,2,2,1,4,4,1,5,6,1,0
958,2,1,1,4,3,1,5,3,1,1
959,2,1,1,1,2,5,1,6,1,0
960,2,1,1,3,2,4,1,1,3,0
961,2,1,5,3,3,3,1,5,1,1
962,3,2,1,3,1,3,5,2,5,0
963,2,2,1,2,0,1,1,3,3,0
964,3,2,1,1,3,1,5,5,2,0
965,2,1,2,2,1,1,6,1,4,0
966,1,1,1,2,4,1,1,6,1,0
967,2,2,2,3,2,2,5,3,5,0
968,2,2,1,4,3,1,1,6,2,0
969,3,2,1,4,3,6,7,3,1,1
970,3,2,5,4,3,3,5,3,5,1
971,2,1,1,1,4,3,1,6,1,1
972,2,1,1,1,4,1,1,6,1,1
973,2,1,3,1,4,3,1,5,1,0
974,2,1,1,1,4,1,1,5,1,1
975,1,1,1,3,3,3,1,3,1,1
976,3,1,1,1,3,1,5,6,1,0
977,3,1,1,1,3,4,5,5,4,0
978,1,2,1,1,4,1,1,6,2,1
979,2,1,1,1,5,1,1,5,4,1
980,1,2,1,2,3,2,1,3,1,1
981,3,2,1,2,3,1,5,3,1,1
982,2,1,1,2,3,2,1,3,1,0
983,2,1,1,2,4,5,1,6,1,0
984,2,2,1,2,5,6,7,3,1,1
985,1,2,1,1,4,1,1,6,2,1
986,2,1,1,1,3,1,1,6,1,1
987,2,1,1,1,4,1,1,6,1,0
988,2,1,2,3,3,4,1,1,1,0
989,2,1,1,2,3,1,1,6,3,0
990,2,2,1,2,2,0,8,5,1,1
991,2,1,1,2,4,3,1,3,1,1
992,1,2,2,3,1,3,1,5,2,1
993,2,1,5,3,1,3,2,1,1,0
994,3,1,1,4,4,1,5,6,1,1
995,2,2,1,4,5,6,7,6,1,1
996,1,2,1,3,4,2,1,3,1,0
997,3,1,1,3,1,5,5,1,1,0
998,1,1,1,1,4,1,1,6,2,1
999,2,2,1,2,2,3,1,2,1,1
1000,1,2,1,3,2,1,1,5,1,1
1001,1,2,1,1,3,1,1,6,2,0
1002,2,2,1,3,4,2,1,6,1,1
1003,2,2,1,1,2,1,1,3,1,0
1004,2,2,2,3,2,1,1,3,4,0
1005,3,2,1,3,2,2,1,3,5,0
1006,2,1,1,2,4,1,4,3,1,0
1007,2,1,1,1,3,3,1,2,1,0
1008,2,2,1,2,4,1,1,6,1,0
1009,2,1,1,3,0,1,1,6,1,1
1010,2,1,1,3,4,1,1,3,1,0
1011,2,2,1,2,4,1,1,5,1,0
1012,1,2,2,3,2,2,1,0,2,1
1013,1,2,1,3,2,6,7,3,1,0
1014,2,1,1,3,3,3,1,5,1,0
1015,2,2,1,3,1,3,6,1,3,1
1016,2,2,1,1,3,1,1,6,7,0
1017,1,1,1,3,3,4,1,5,1,1
1018,1,1,5,3,3,0,8,5,2,1
1019,2,2,1,2,5,6,7,5,1,1
1020,1,2,1,1,4,1,6,3,1,0
1021,1,1,1,1,3,1,1,6,2,0
1022,2,1,2,2,1,4,4,3,7,0
1023,2,1,1,3,3,2,5,6,5,1
1024,3,1,1,1,3,2,1,3,1,1
1025,3,2,1,3,1,6,7,3,5,0
1026,2,2,1,2,0,6,7,6,1,1
1027,1,2,5,3,1,2,4,3,1,0
1028,2,2,1,4,3,1,1,6,1,0
1029,2,1,1,4,4,2,1,5,1,0
1030,2,2,1,4,4,1,4,3,1,0
1031,1,2,1,1,2,1,1,5,7,1
1032,1,2,1,4,1,3,1,5,2,0
1033,3,2,1,2,0,6,7,3,1,0
1034,1,2,1,2,3,1,1,6,3,1
1035,3,2,1,2,3,2,1,3,5,0
1036,3,1,1,4,0,3,1,5,1,0
1037,1,1,1,4,4,1,1,5,1,1
1038,2,1,1,4,5,2,1,6,1,0
1039,2,1,1,4,4,2,1,3,1,0
1040,2,1,1,4,4,1,1,6,3,0
1041,3,1,1,4,5,1,5,6,1,1
1042,1,1,1,2,0,3,4,3,2,1
1043,1,1,1,3,1,4,1,3,2,1
1044,2,2,1,4,3,1,1,6,1,1
1045,2,2,1,3,0,6,7,2,1,0
1046,2,2,5,3,1,6,7,1,1,0
1047,3,2,1,1,2,2,5,3,5,1
1048,3,2,2,2,0,3,1,2,1,0
1049,3,1,1,2,2,1,5,2,5,0
1050,1,1,1,2,2,5,1,3,1,0
1051,2,1,1,1,4,3,2,2,1,1
1052,2,2,1,3,4,3,1,3,1,0
1053,3,1,1,4,2,3,1,1,3,0
1054,1,1,1,2,4,1,1,5,2,0
1055,2,2,2,3,3,2,1,5,3,0
1056,1,2,1,1,4,1,1,6,1,0
1057,3,2,1,2,0,6,7,3,5,0
1058,2,2,2,3,2,3,1,2,4,0
1059,3,2,1,3,2,2,5,3,5,0
1060,2,2,1,2,5,1,1,5,1,0
1061,2,2,1,1,4,1,1,5,1,1
1062,2,2,1,1,1,2,4,3,7,0
1063,1,1,1,1,4,3,1,3,2,0
1064,2,1,1,2,4,1,1,6,1,1
1065,2,2,1,2,3,6,7,3,1,0
1066,2,1,1,3,3,1,4,5,1,0
1067,2,2,1,2,3,3,1,3,1,0
1068,2,2,1,1,3,2,1,3,1,1
1069,2,1,1,1,3,3,1,3,1,1
1070,2,1,1,3,4,1,1,6,1,1
1071,2,1,1,3,1,3,1,0,1,0
1072,2,1,5,3,4,1,1,6,1,0
1073,1,2,1,2,2,2,1,5,3,0
1074,2,1,1,3,4,5,1,3,1,1
1075,2,2,1,3,2,3,1,3,1,0
1076,3,2,1,2,1,6,7,1,5,0
1077,2,1,1,2,4,1,1,6,1,0
1078,3,2,1,2,1,2,5,3,5,0
1079,2,1,1,1,4,3,1,3,1,0
1080,1,1,1,3,1,3,6,3,1,1
1081,1,2,5,4,4,0,8,3,2,0
1082,2,2,1,2,2,3,5,1,1,1
1083,2,2,1,4,1,3,5,3,1,1
1084,2,1,1,2,4,3,1,3,1,1
1085,2,1,1,2,4,5,1,3,1,1
1086,1,1,1,1,3,2,1,3,1,0
1087,2,2,5,4,2,1,1,6,3,0
1088,2,1,1,4,4,1,1,6,1,0
1089,1,1,1,1,4,1,1,6,1,0
1090,2,1,1,2,0,5,1,6,2,0
1091,3,2,1,2,0,6,7,1,1,1
1092,3,1,1,2,2,0,1,5,1,0
1093,1,2,1,4,3,1,1,5,2,0
1094,3,1,2,3,3,2,5,1,2,0
1095,2,1,2,3,2,3,6,3,2,0
1096,1,1,1,2,4,1,1,3,1,0
1097,3,1,1,2,3,3,5,2,1,0
1098,2,1,1,4,3,3,1,5,3,1
1099,3,2,1,4,3,2,5,0,1,1
1100,2,1,1,4,4,1,1,6,1,1
1101,2,1,1,4,3,1,1,3,2,0
1102,3,2,1,4,3,6,7,6,1,0
1103,2,2,1,4,4,1,1,6,1,0
1104,3,2,1,3,0,6,7,3,1,0
1105,3,2,1,3,2,3,5,1,5,0
1106,3,2,1,3,0,1,5,5,5,0
1107,1,1,1,4,4,3,1,3,7,0
1108,3,2,1,4,4,6,7,0,1,0
1109,2,2,2,3,2,2,1,3,3,0
1110,2,2,1,4,3,3,1,3,1,0
1111,2,2,1,3,4,2,1,2,1,0
1112,2,1,1,2,3,3,1,5,2,0
1113,1,1,2,2,4,3,1,5,1,0
1114,1,2,1,2,0,0,8,3,2,1
1115,2,1,1,1,4,1,1,3,1,1
1116,1,1,1,3,3,3,1,3,7,0
1117,3,2,1,3,3,1,5,5,1,1
1118,1,2,1,2,2,5,1,5,2,1
1119,3,2,1,2,2,2,5,3,1,1
1120,1,2,1,4,3,2,1,3,1,0
1121,2,2,1,4,4,6,7,5,1,0
1122,2,2,1,2,3,6,7,5,1,0
1123,2,1,1,4,5,3,1,0,1,0
1124,3,2,1,2,2,3,5,1,1,0
1125,1,1,1,2,4,3,1,3,2,0
1126,2,1,1,2,4,3,5,6,1,1
1127,1,1,1,1,3,1,1,5,1,1
1128,1,2,1,2,3,3,4,3,1,0
1129,3,2,1,1,3,1,5,3,1,0
1130,2,1,1,1,4,4,1,6,1,1
1131,2,2,1,1,3,6,7,3,1,1
1132,2,1,2,3,3,3,1,3,1,0
1133,2,1,5,4,2,3,6,3,1,0
1134,2,1,1,2,5,1,1,6,1,1
1135,2,2,5,2,4,6,7,3,1,0
1136,3,2,1,2,3,2,5,5,0,0
1137,3,2,1,2,3,2,5,5,1,0
1138,2,1,1,2,4,3,1,3,1,0
1139,3,2,1,2,5,1,5,6,5,1
1140,3,1,1,2,2,5,5,5,1,0
1141,1,2,2,3,4,2,2,5,1,0
1142,2,2,1,2,3,1,1,5,1,0
1143,1,1,5,4,4,3,1,3,1,1
1144,3,2,1,2,3,1,5,5,1,0
1145,3,1,1,2,3,3,5,5,1,1
1146,1,1,1,2,3,1,1,6,7,0
1147,3,2,1,2,4,2,5,3,5,1
1148,3,2,2,3,0,3,5,2,5,0
1149,2,2,1,4,3,3,1,6,1,0
1150,2,1,3,4,4,1,1,6,1,0
1151,2,2,1,1,4,1,4,6,1,0
1152,2,2,1,2,3,6,7,6,1,1
1153,1,1,1,2,3,2,1,5,2,0
1154,2,2,4,2,4,1,1,3,1,0
1155,1,1,2,2,4,3,1,3,2,0
1156,2,1,1,3,3,3,5,3,1,0
1157,3,2,5,3,2,3,5,3,1,1
1158,1,2,1,1,3,2,1,3,1,1
1159,1,1,1,1,4,3,1,3,1,1
1160,1,1,1,3,3,1,1,6,1,0
1161,2,1,1,3,2,3,1,5,1,0
1162,2,2,1,3,4,2,1,3,1,1
1163,2,2,1,1,4,2,1,6,1,1
1164,1,2,5,3,3,2,1,5,1,0
1165,2,1,1,3,4,1,1,6,1,0
1166,1,2,2,3,3,1,1,6,3,0
1167,2,1,1,3,3,1,1,6,1,0
1168,3,2,1,4,3,1,5,6,5,0
1169,2,1,2,3,2,3,1,5,2,0
1170,3,2,1,3,2,1,5,6,5,0
1171,2,1,1,1,3,3,1,3,5,1
1172,3,2,1,1,2,1,5,6,2,0
1173,3,2,1,2,3,2,5,5,1,0
1174,2,2,1,2,4,2,1,3,1,1
1175,1,1,1,3,4,5,1,6,1,1
1176,1,1,5,3,3,3,1,3,1,0
1177,2,1,1,3,3,3,1,3,3,1
1178,1,1,1,2,4,3,4,3,1,0
1179,2,2,1,4,4,1,1,6,1,0
1180,1,1,1,2,4,1,1,5,1,0
1181,2,2,1,2,4,1,1,6,5,0
1182,2,2,1,2,4,6,7,3,1,0
1183,2,1,1,2,1,2,6,2,3,0
1184,3,1,2,3,4,1,5,6,1,1
1185,2,2,1,3,1,2,1,5,3,1
1186,1,2,1,4,3,1,4,3,2,1
1187,1,2,1,4,3,6,7,3,1,0
1188,2,1,1,4,4,2,1,0,1,0
1189,1,1,1,2,3,1,1,5,1,1
1190,2,1,5,3,2,3,1,5,1,0
1191,2,2,2,3,2,3,4,5,3,0
1192,3,2,2,3,3,3,5,3,5,0
1193,2,2,1,3,4,1,1,6,1,1
1194,3,2,1,2,2,3,5,1,5,0
1195,2,1,1,2,4,2,1,3,1,0
1196,2,2,1,2,3,1,1,5,1,0
1197,2,1,1,2,4,1,1,6,1,0
1198,2,1,2,1,5,1,1,5,1,0
1199,2,1,1,1,4,3,1,6,2,1
1200,1,1,1,4,3,3,1,5,3,0
1201,2,2,2,3,4,0,8,6,1,0
1202,2,2,1,2,5,1,1,6,1,1
1203,2,2,0,2,0,0,1,0,1,1
1204,2,1,5,4,4,1,1,6,1,1
1205,1,1,1,1,5,1,1,6,1,1
1206,1,1,1,1,4,0,4,6,2,0
1207,2,1,1,2,3,5,1,6,1,1
1208,1,2,1,2,2,1,1,6,2,0
1209,2,2,1,2,1,2,1,3,5,0
1210,1,2,1,3,3,2,1,3,3,1
1211,2,2,1,3,3,1,1,5,3,0
1212,1,1,1,2,4,3,1,2,2,0
1213,2,1,1,3,4,2,1,6,1,0
1214,1,1,1,2,4,0,8,5,2,0
1215,2,1,1,3,0,2,1,6,1,0
1216,2,1,1,3,3,5,1,3,1,0
1217,1,2,1,2,4,3,1,5,1,0
1218,3,2,1,1,2,3,5,3,5,0
1219,2,1,1,3,4,5,1,5,1,1
1220,2,1,1,1,4,3,1,3,1,0
1221,2,2,1,3,5,6,7,5,1,1
1222,2,2,1,2,4,3,1,3,1,1
1223,3,1,1,2,4,3,5,1,1,0
1224,2,2,1,1,3,2,1,3,3,1
1225,2,2,1,1,0,1,1,5,5,0
1226,2,2,1,1,4,6,7,6,1,1
1227,2,1,1,1,3,3,1,0,2,1
1228,3,2,1,2,1,6,7,3,5,1
1229,2,2,1,2,4,6,7,3,1,1
1230,3,1,1,2,4,1,1,6,1,1
1231,1,2,5,4,3,2,1,5,1,0
1232,3,2,1,4,2,3,1,3,2,0
1233,2,2,1,2,5,5,1,3,1,1
1234,1,1,1,2,3,5,1,3,1,1
1235,2,2,1,2,4,1,1,3,1,1
1236,2,2,1,1,4,2,1,3,1,0
1237,2,1,1,2,3,1,1,3,1,0
1238,2,2,1,2,4,1,1,6,1,0
1239,2,2,2,3,0,3,6,2,3,0
1240,1,2,1,3,3,6,7,5,1,0
1241,2,2,1,2,4,6,7,3,1,0
1242,3,2,1,4,3,3,5,1,5,0
1243,3,2,1,3,4,1,5,5,5,0
1244,1,2,2,2,1,3,1,3,2,0
1245,2,2,2,2,4,1,1,6,1,0
1246,2,1,1,2,4,3,1,3,1,0
1247,1,1,1,2,4,0,8,0,1,0
